index;Heure;Jour;Mois;Année;Pression_au_niveau_mer;Variation_de_pression_en_3_heures;Type_de_tendance_barométrique;Direction_du_vent_moyen_10_mn;Vitesse_du vent_moyen_10_mn;Température;Point_de_rosée;Humidité;Visibilité_horizontale;Temps_présent;Pression_station;Rafales_sur_une_période;Periode_de_mesure_de_la_rafale;Précipitations_dans_la_dernière_heure;Précipitations_dans_les_3_dernières_heures;Température(°C);consommation;datehour;datemonth
54895;17;23;6;2014;101650.0;-150.0;8.0;200.0;3.1;299.15;291.85;64.0;12000.0;0.0;101560.0;6.7;-10.0;0.0;0.0;26.0;24198.0;17;6
12534;20;23;6;2014;101570.0;-80.0;7.0;250.0;4.6;297.75;291.65;69.0;30000.0;2.0;101480.0;8.7;-10.0;0.0;0.0;24.600000000000023;22199.0;20;6
12539;23;23;6;2014;101610.0;40.0;3.0;220.0;3.1;296.45;293.05;81.0;30000.0;2.0;101520.0;7.7;-10.0;0.0;0.0;23.30000000000001;22201.0;23;6
54915;2;24;6;2014;101460.0;-150.0;7.0;200.0;1.5;294.85;291.65;82.0;17000.0;0.0;101370.0;2.6;-10.0;0.0;0.0;21.700000000000045;17574.0;2;6
117649;5;24;6;2014;101380.0;-80.0;6.0;10.0;3.1;293.25;291.55;90.0;11000.0;2.0;101290.0;4.6;-10.0;0.0;0.0;20.100000000000023;17309.0;5;6
4418;8;24;6;2014;101360.0;-20.0;8.0;330.0;2.1;295.65;290.95;75.0;15000.0;2.0;101270.0;3.6;-10.0;0.0;0.0;22.5;22483.0;8;6
54931;11;24;6;2014;101220.0;-140.0;8.0;150.0;2.1;301.15;290.35;52.0;30000.0;2.0;101130.0;4.1;-10.0;0.0;0.0;28.0;25529.0;11;6
93325;14;24;6;2014;101130.0;-90.0;8.0;200.0;5.1;301.85;289.75;48.0;30000.0;2.0;101040.0;7.7;-10.0;0.0;0.0;28.700000000000045;25477.0;14;6
12560;17;24;6;2014;100970.0;-160.0;8.0;210.0;7.2;301.65;289.85;49.0;30000.0;2.0;100880.0;10.3;-10.0;0.0;0.0;28.5;23965.0;17;6
4437;20;24;6;2014;100900.0;-70.0;5.0;30.0;4.6;299.55;288.85;52.0;20000.0;2.0;100810.0;11.8;-10.0;0.0;0.0;26.40000000000004;21993.0;20;6
54955;23;24;6;2014;100950.0;50.0;3.0;20.0;3.1;296.35;289.45;65.0;25000.0;2.0;100860.0;5.1;-10.0;0.0;0.0;23.200000000000045;22145.0;23;6
93347;2;25;6;2014;100930.0;-20.0;5.0;310.0;4.6;293.35;290.95;86.0;4000.0;95.0;100840.0;6.7;-10.0;5.0;5.0;20.200000000000045;17892.0;2;6
117698;5;25;6;2014;100750.0;-180.0;8.0;330.0;5.7;291.85;290.35;91.0;15000.0;91.0;100660.0;7.7;-10.0;1.0;20.0;18.700000000000045;17205.0;5;6
4448;8;25;6;2014;100890.0;140.0;1.0;250.0;2.1;291.45;289.65;89.0;40000.0;1.0;100800.0;5.1;-10.0;0.0;1.0;18.30000000000001;22106.0;8;6
93367;11;25;6;2014;100970.0;80.0;0.0;270.0;2.1;295.95;289.95;69.0;40000.0;2.0;100880.0;5.1;-10.0;0.0;0.0;22.80000000000001;24933.0;11;6
93371;14;25;6;2014;100990.0;20.0;0.0;200.0;4.1;299.25;288.95;53.0;50000.0;2.0;100900.0;6.7;-10.0;0.0;0.0;26.100000000000023;24990.0;14;6
4462;17;25;6;2014;100910.0;-80.0;6.0;190.0;6.2;296.85;288.65;60.0;50000.0;29.0;100820.0;9.3;-10.0;0.0;0.0;23.700000000000045;23723.0;17;6
117728;20;25;6;2014;100860.0;-50.0;5.0;270.0;2.6;298.15;290.35;62.0;50000.0;3.0;100770.0;5.1;-10.0;0.0;0.0;25.0;21852.0;20;6
12591;23;25;6;2014;101030.0;170.0;3.0;360.0;2.6;295.65;290.75;74.0;50000.0;2.0;100940.0;3.6;-10.0;0.0;0.0;22.5;22614.0;23;6
12598;2;26;6;2014;101030.0;0.0;4.0;290.0;2.1;293.65;285.65;60.0;60000.0;0.0;100940.0;3.6;-10.0;0.0;0.0;20.5;17731.0;2;6
93396;5;26;6;2014;101070.0;40.0;1.0;300.0;1.5;292.15;284.25;60.0;50000.0;2.0;100980.0;3.6;-10.0;0.0;0.0;19.0;17259.0;5;6
93402;8;26;6;2014;101120.0;50.0;3.0;290.0;4.6;294.25;283.75;51.0;50000.0;2.0;101030.0;6.2;-10.0;0.0;0.0;21.100000000000023;22221.0;8;6
4498;11;26;6;2014;101180.0;60.0;3.0;330.0;4.6;300.65;281.55;30.0;50000.0;2.0;101090.0;8.7;-10.0;0.0;0.0;27.5;25236.0;11;6
55016;14;26;6;2014;101130.0;-50.0;8.0;330.0;6.2;303.15;282.15;27.0;50000.0;2.0;101040.0;11.3;-10.0;0.0;0.0;30.0;24960.0;14;6
93418;17;26;6;2014;101080.0;-50.0;6.0;300.0;5.7;303.95;281.65;25.0;50000.0;2.0;100990.0;9.8;-10.0;0.0;0.0;30.80000000000001;23713.0;17;6
117771;20;26;6;2014;101190.0;110.0;3.0;290.0;7.2;301.45;284.55;35.0;50000.0;2.0;101100.0;10.8;-10.0;0.0;0.0;28.30000000000001;21753.0;20;6
4514;23;26;6;2014;101420.0;230.0;3.0;280.0;5.7;297.55;285.85;48.0;50000.0;2.0;101330.0;9.3;-10.0;0.0;0.0;24.40000000000004;22132.0;23;6
55044;2;27;6;2014;101530.0;110.0;1.0;280.0;4.1;295.75;285.65;53.0;60000.0;0.0;101440.0;7.2;-10.0;0.0;0.0;22.600000000000023;17682.0;2;6
4530;5;27;6;2014;101540.0;10.0;3.0;280.0;3.6;293.55;285.55;60.0;30000.0;2.0;101450.0;5.1;-10.0;0.0;0.0;20.40000000000004;16999.0;5;6
55053;8;27;6;2014;101620.0;80.0;2.0;310.0;1.0;295.15;285.95;56.0;40000.0;2.0;101530.0;3.1;-10.0;0.0;0.0;22.0;22168.0;8;6
117800;11;27;6;2014;101690.0;70.0;0.0;180.0;2.1;299.75;286.45;44.0;40000.0;2.0;101600.0;4.1;-10.0;0.0;0.0;26.600000000000023;25029.0;11;6
12648;14;27;6;2014;101680.0;-10.0;8.0;190.0;4.6;299.75;285.05;40.0;40000.0;2.0;101590.0;7.7;-10.0;0.0;0.0;26.600000000000023;25052.0;14;6
4546;17;27;6;2014;101610.0;-70.0;6.0;200.0;6.7;299.45;286.95;46.0;40000.0;2.0;101520.0;10.8;-10.0;0.0;0.0;26.30000000000001;23512.0;17;6
117832;20;27;6;2014;101620.0;10.0;3.0;220.0;5.7;296.95;289.75;64.0;40000.0;2.0;101530.0;9.3;-10.0;0.0;0.0;23.80000000000001;21431.0;20;6
12670;23;27;6;2014;101740.0;120.0;3.0;280.0;1.0;294.55;289.05;71.0;40000.0;2.0;101650.0;7.2;-10.0;0.0;0.0;21.40000000000004;22429.0;23;6
93481;2;28;6;2014;101650.0;-90.0;8.0;110.0;3.6;292.85;290.25;85.0;19000.0;0.0;101560.0;5.1;-10.0;0.0;0.0;19.700000000000045;17893.0;2;6
93489;5;28;6;2014;101540.0;-110.0;8.0;50.0;5.1;293.35;291.15;87.0;10000.0;2.0;101450.0;6.7;-10.0;0.0;0.0;20.200000000000045;16282.0;5;6
12688;8;28;6;2014;101450.0;-90.0;6.0;70.0;6.7;294.25;290.85;81.0;19000.0;2.0;101360.0;9.3;-10.0;0.0;0.0;21.100000000000023;18801.0;8;6
55106;11;28;6;2014;101400.0;-50.0;8.0;130.0;6.2;298.35;292.75;71.0;19000.0;2.0;101310.0;8.7;-10.0;0.0;0.0;25.200000000000045;22479.0;11;6
5190;14;28;6;2014;101380.0;-20.0;8.0;140.0;7.7;298.65;294.15;76.0;19000.0;2.0;101290.0;10.8;-10.0;0.0;0.0;25.5;22580.0;14;6
25948;17;28;6;2014;101250.0;-130.0;6.0;120.0;8.7;298.25;293.25;74.0;16000.0;2.0;101160.0;11.8;-10.0;0.0;0.0;25.100000000000023;21428.0;17;6
13677;20;28;6;2014;101050.0;-200.0;8.0;130.0;8.7;296.45;292.15;77.0;16000.0;2.0;100960.0;12.3;-10.0;0.0;0.0;23.30000000000001;20002.0;20;6
94371;23;28;6;2014;101230.0;180.0;3.0;140.0;5.1;296.15;292.15;78.0;15000.0;2.0;101140.0;11.3;-10.0;0.0;0.0;23.0;21116.0;23;6
55197;2;29;6;2014;101280.0;50.0;2.0;300.0;6.7;294.85;286.25;58.0;60000.0;0.0;101190.0;10.3;-10.0;0.0;0.0;21.700000000000045;16635.0;2;6
13121;5;29;6;2014;101290.0;10.0;2.0;300.0;5.7;293.55;284.45;56.0;25000.0;2.0;101200.0;11.3;-10.0;0.0;0.0;20.40000000000004;14281.0;5;6
4585;8;29;6;2014;101350.0;60.0;3.0;280.0;4.6;292.65;283.95;57.0;40000.0;2.0;101260.0;5.7;-10.0;0.0;0.0;19.5;15842.0;8;6
55220;11;29;6;2014;101430.0;80.0;2.0;320.0;5.7;294.75;284.15;51.0;40000.0;80.0;101340.0;8.2;-10.0;0.0;0.0;21.600000000000023;19653.0;11;6
4590;14;29;6;2014;101410.0;-20.0;8.0;300.0;6.7;298.85;281.85;34.0;50000.0;3.0;101320.0;12.9;-10.0;0.0;0.0;25.700000000000045;18556.0;14;6
118345;17;29;6;2014;101350.0;-60.0;5.0;290.0;10.3;298.85;282.65;36.0;50000.0;2.0;101260.0;15.4;-10.0;0.0;0.0;25.700000000000045;17774.0;17;6
4597;20;29;6;2014;101420.0;70.0;1.0;290.0;10.3;295.55;282.35;43.0;50000.0;2.0;101330.0;14.9;-10.0;0.0;0.0;22.40000000000004;18585.0;20;6
13158;23;29;6;2014;101710.0;290.0;1.0;290.0;5.1;292.65;282.25;51.0;50000.0;2.0;101620.0;13.9;-10.0;0.0;0.0;19.5;20023.0;23;6
94251;2;30;6;2014;101720.0;10.0;0.0;290.0;10.3;291.75;282.55;55.0;60000.0;0.0;101630.0;16.5;-10.0;0.0;0.0;18.600000000000023;16026.0;2;6
13176;5;30;6;2014;101720.0;10.0;0.0;290.0;6.7;290.65;281.55;55.0;50000.0;2.0;101620.0;11.3;-10.0;0.0;0.0;17.5;16099.0;5;6
94260;8;30;6;2014;101720.0;10.0;0.0;300.0;6.7;292.05;281.05;49.0;50000.0;2.0;101630.0;9.3;-10.0;0.0;0.0;18.90000000000004;20879.0;8;6
118369;11;30;6;2014;101750.0;30.0;0.0;320.0;4.6;296.75;280.35;35.0;50000.0;2.0;101660.0;8.7;-10.0;0.0;0.0;23.600000000000023;23756.0;11;6
13388;14;30;6;2014;101640.0;-110.0;8.0;20.0;2.1;299.45;279.95;29.0;50000.0;2.0;101550.0;7.2;-10.0;0.0;0.0;26.30000000000001;23656.0;14;6
13200;17;30;6;2014;101530.0;-110.0;8.0;180.0;5.1;299.25;283.85;38.0;50000.0;2.0;101440.0;7.7;-10.0;0.0;0.0;26.100000000000023;22710.0;17;6
94272;20;30;6;2014;101460.0;-70.0;5.0;220.0;5.7;298.05;284.65;43.0;30000.0;2.0;101370.0;8.7;-10.0;0.0;0.0;24.90000000000004;21038.0;20;6
55286;23;30;6;2014;101560.0;100.0;3.0;250.0;2.1;294.45;282.95;48.0;30000.0;2.0;101470.0;7.2;-10.0;0.0;0.0;21.30000000000001;21989.0;23;6
41800;1;1;7;2014;102030.0;-50.0;6.0;60.0;4.1;283.65;281.25;85.0;55000.0;0.0;101930.0;6.2;-10.0;0.0;0.0;10.5;30126.0;1;7
41807;4;1;7;2014;102060.0;30.0;0.0;60.0;5.7;283.45;281.25;86.0;20000.0;2.0;101960.0;13.9;-10.0;0.0;0.0;10.300000000000011;25720.0;4;7
115897;7;1;7;2014;102080.0;20.0;3.0;70.0;5.1;283.05;281.65;91.0;6000.0;50.0;101980.0;7.7;-10.0;0.2;0.2;9.900000000000034;25972.0;7;7
70070;10;1;7;2014;102230.0;150.0;1.0;60.0;4.6;283.95;281.75;86.0;15000.0;50.0;102130.0;6.7;-10.0;0.0;0.0;10.800000000000011;31624.0;10;7
70073;13;1;7;2014;102210.0;-20.0;8.0;100.0;5.7;286.15;283.65;85.0;18000.0;1.0;102110.0;7.7;-10.0;0.0;0.0;13.0;31314.0;13;7
9526;16;1;7;2014;102230.0;20.0;3.0;90.0;3.6;286.55;284.45;87.0;18000.0;2.0;102130.0;7.2;-10.0;0.0;0.0;13.400000000000034;29753.0;16;7
9535;19;1;7;2014;102330.0;100.0;3.0;70.0;4.1;285.55;284.25;92.0;15000.0;2.0;102230.0;5.1;-10.0;0.0;0.0;12.400000000000034;31040.0;19;7
5460;22;1;7;2014;102420.0;90.0;1.0;60.0;3.1;285.05;284.15;94.0;12000.0;2.0;102320.0;5.1;-10.0;0.0;0.0;11.900000000000034;30622.0;22;7
14438;1;2;7;2014;100600.0;-140.0;6.0;140.0;13.9;286.35;283.55;83.0;11000.0;0.0;100500.0;18.0;-10.0;0.0;0.0;13.200000000000044;30751.0;1;7
14569;4;2;7;2014;100360.0;-240.0;8.0;150.0;12.9;286.45;284.15;86.0;10000.0;2.0;100260.0;17.5;-10.0;0.0;0.0;13.300000000000011;26688.0;4;7
38472;7;2;7;2014;100570.0;210.0;1.0;340.0;3.1;285.85;282.25;79.0;15000.0;1.0;100470.0;6.2;-10.0;0.0;0.0;12.700000000000044;27249.0;7;7
90281;10;2;7;2014;100950.0;380.0;1.0;250.0;5.1;283.55;280.65;82.0;30000.0;21.0;100850.0;6.7;-10.0;0.0;1.0;10.400000000000034;33353.0;10;7
14586;13;2;7;2014;101090.0;140.0;1.0;290.0;8.2;286.95;278.35;56.0;60000.0;1.0;100990.0;12.3;-10.0;0.0;0.2;13.800000000000011;34021.0;13;7
15195;16;2;7;2014;101140.0;50.0;3.0;280.0;7.7;287.45;276.25;47.0;60000.0;2.0;101040.0;12.3;-10.0;0.0;0.0;14.300000000000011;30704.0;16;7
14605;19;2;7;2014;101350.0;210.0;3.0;270.0;4.1;283.55;275.35;57.0;60000.0;2.0;101250.0;5.7;-10.0;0.0;0.0;10.400000000000034;30102.0;19;7
14610;22;2;7;2014;101370.0;20.0;1.0;210.0;1.0;279.85;274.75;70.0;30000.0;2.0;101270.0;5.1;-10.0;0.0;0.0;6.7000000000000455;32712.0;22;7
6303;1;3;7;2014;102390.0;20.0;3.0;330.0;0.5;279.15;273.25;66.0;23000.0;0.0;102290.0;2.1;-10.0;0.0;0.0;6.0;30218.0;1;7
73616;4;3;7;2014;102390.0;0.0;0.0;0.0;0.0;277.15;272.35;71.0;20000.0;2.0;102290.0;1.5;-10.0;0.0;0.0;4.0;27324.0;4;7
73623;7;3;7;2014;102440.0;50.0;3.0;10.0;1.0;276.55;272.75;76.0;20000.0;2.0;102340.0;2.1;-10.0;0.0;0.0;3.400000000000034;28072.0;7;7
76268;10;3;7;2014;102500.0;60.0;1.0;270.0;0.5;283.55;276.85;63.0;30000.0;2.0;102400.0;1.0;-10.0;0.0;0.0;10.400000000000034;32215.0;10;7
76271;13;3;7;2014;102400.0;-100.0;8.0;170.0;3.1;289.65;277.35;44.0;30000.0;2.0;102300.0;4.6;-10.0;0.0;0.0;16.5;30141.0;13;7
6335;16;3;7;2014;102190.0;-210.0;6.0;180.0;3.6;288.95;279.95;55.0;30000.0;2.0;102090.0;5.7;-10.0;0.0;0.0;15.800000000000011;26610.0;16;7
6339;19;3;7;2014;102140.0;-50.0;5.0;210.0;5.1;286.05;280.05;67.0;40000.0;2.0;102040.0;7.2;-10.0;0.0;0.0;12.900000000000034;25198.0;19;7
13621;22;3;7;2014;102320.0;180.0;1.0;360.0;2.1;283.15;278.95;75.0;30000.0;2.0;102220.0;3.6;-10.0;0.0;0.0;10.0;29059.0;22;7
24979;2;4;7;2014;101890.0;20.0;0.0;360.0;2.1;286.75;279.85;63.0;60000.0;0.0;101790.0;2.6;-10.0;0.0;0.0;13.600000000000025;19052.0;2;7
10390;5;4;7;2014;101840.0;-50.0;8.0;350.0;1.5;283.45;278.85;73.0;20000.0;2.0;101740.0;2.6;-10.0;0.0;0.0;10.300000000000011;19085.0;5;7
10393;8;4;7;2014;101890.0;50.0;3.0;50.0;2.1;284.45;280.55;77.0;30000.0;2.0;101790.0;3.1;-10.0;0.0;0.0;11.300000000000011;23566.0;8;7
10396;11;4;7;2014;101980.0;100.0;3.0;100.0;2.6;292.45;282.95;54.0;50000.0;2.0;101890.0;5.1;-10.0;0.0;0.0;19.30000000000001;23663.0;11;7
25004;14;4;7;2014;101930.0;-50.0;8.0;170.0;3.6;294.15;283.35;50.0;50000.0;2.0;101840.0;5.1;-10.0;0.0;0.0;21.0;22763.0;14;7
10404;17;4;7;2014;101820.0;-110.0;6.0;150.0;4.6;291.05;286.55;75.0;50000.0;2.0;101730.0;5.7;-10.0;0.0;0.0;17.900000000000034;20973.0;17;7
25016;20;4;7;2014;101890.0;60.0;3.0;170.0;3.1;287.35;285.55;89.0;8000.0;28.0;101790.0;6.2;-10.0;0.0;0.0;14.200000000000044;21970.0;20;7
48686;23;4;7;2014;102030.0;140.0;1.0;130.0;3.1;287.25;284.55;84.0;15000.0;2.0;101930.0;4.6;-10.0;0.0;0.0;14.100000000000025;22243.0;23;7
53654;2;5;7;2014;101890.0;-160.0;6.0;80.0;3.6;288.75;286.05;84.0;55000.0;0.0;101790.0;5.1;-10.0;0.0;0.0;15.600000000000025;18036.0;2;7
53667;5;5;7;2014;101880.0;-10.0;7.0;30.0;2.6;287.95;284.75;81.0;40000.0;2.0;101780.0;4.1;-10.0;0.0;0.0;14.800000000000011;17129.0;5;7
12082;8;5;7;2014;101900.0;20.0;3.0;30.0;2.6;288.05;284.65;80.0;20000.0;3.0;101800.0;3.1;-10.0;0.0;0.0;14.900000000000034;22087.0;8;7
12085;11;5;7;2014;101950.0;50.0;0.0;30.0;4.1;290.85;284.85;68.0;30000.0;2.0;101850.0;6.2;-10.0;0.0;0.0;17.700000000000045;24594.0;11;7
92812;14;5;7;2014;101890.0;-50.0;8.0;130.0;3.1;294.25;284.85;55.0;60000.0;2.0;101800.0;4.6;-10.0;0.0;0.0;21.100000000000023;23368.0;14;7
71325;17;5;7;2014;101820.0;-70.0;6.0;220.0;4.6;293.25;286.25;64.0;60000.0;2.0;101730.0;7.2;-10.0;0.0;0.0;20.100000000000023;20965.0;17;7
71334;20;5;7;2014;101730.0;-90.0;6.0;300.0;7.2;296.55;279.75;34.0;60000.0;2.0;101640.0;10.3;-10.0;0.0;0.0;23.40000000000004;20969.0;20;7
12103;23;5;7;2014;101920.0;190.0;2.0;280.0;6.7;291.95;282.15;53.0;60000.0;2.0;101830.0;8.7;-10.0;0.0;0.0;18.80000000000001;22247.0;23;7
8024;2;6;7;2014;101800.0;-50.0;5.0;10.0;2.6;290.35;287.65;84.0;18000.0;0.0;101700.0;3.6;-10.0;0.0;0.0;17.200000000000045;16918.0;2;7
53298;5;6;7;2014;101680.0;-120.0;6.0;20.0;2.6;288.95;286.45;85.0;20000.0;2.0;101580.0;3.6;-10.0;0.0;0.0;15.800000000000011;15192.0;5;7
53309;8;6;7;2014;101760.0;90.0;3.0;40.0;2.6;291.45;285.85;70.0;40000.0;2.0;101670.0;4.1;-10.0;0.0;0.0;18.30000000000001;17609.0;8;7
50122;11;6;7;2014;101810.0;50.0;2.0;120.0;3.1;296.65;287.35;56.0;40000.0;2.0;101720.0;5.1;-10.0;0.0;0.0;23.5;20964.0;11;7
53322;14;6;7;2014;101830.0;20.0;0.0;140.0;5.1;296.25;289.35;65.0;20000.0;2.0;101740.0;7.2;-10.0;0.0;0.0;23.100000000000023;20912.0;14;7
15808;17;6;7;2014;101770.0;-60.0;8.0;150.0;4.1;296.25;289.75;67.0;20000.0;2.0;101680.0;6.2;-10.0;0.0;0.0;23.100000000000023;19533.0;17;7
50142;20;6;7;2014;101780.0;10.0;3.0;170.0;2.1;294.65;289.35;72.0;30000.0;2.0;101690.0;5.1;-10.0;0.0;0.0;21.5;18603.0;20;7
8058;23;6;7;2014;101890.0;110.0;3.0;10.0;1.0;292.45;287.95;75.0;30000.0;2.0;101800.0;2.6;-10.0;0.0;0.0;19.30000000000001;21253.0;23;7
13477;2;7;7;2014;101460.0;70.0;3.0;20.0;4.6;292.75;288.65;77.0;60000.0;0.0;101370.0;7.7;-10.0;0.0;0.0;19.600000000000023;16323.0;2;7
13486;5;7;7;2014;101350.0;-110.0;8.0;10.0;3.1;292.75;288.85;78.0;20000.0;2.0;101260.0;6.2;-10.0;0.0;0.0;19.600000000000023;16170.0;5;7
5036;8;7;7;2014;101380.0;30.0;3.0;360.0;2.6;292.55;289.55;83.0;30000.0;17.0;101290.0;4.6;-10.0;0.0;0.0;19.40000000000004;21103.0;8;7
93848;11;7;7;2014;101580.0;200.0;3.0;50.0;2.1;291.85;290.35;91.0;5000.0;91.0;101490.0;6.7;-10.0;5.0;5.0;18.700000000000045;24317.0;11;7
118174;14;7;7;2014;101610.0;30.0;3.0;230.0;2.1;291.45;289.75;90.0;6000.0;62.0;101520.0;4.6;-10.0;1.0;4.0;18.30000000000001;23539.0;14;7
5053;17;7;7;2014;101460.0;-150.0;6.0;0.0;0.0;294.35;289.35;73.0;30000.0;2.0;101370.0;3.6;-10.0;0.0;0.0;21.200000000000045;22070.0;17;7
93875;20;7;7;2014;101410.0;-50.0;8.0;280.0;5.7;295.35;286.65;58.0;30000.0;1.0;101320.0;8.2;-10.0;0.0;0.0;22.200000000000045;20842.0;20;7
5066;23;7;7;2014;101570.0;160.0;3.0;290.0;6.2;293.65;282.25;48.0;30000.0;2.0;101480.0;8.7;-10.0;0.0;0.0;20.5;21229.0;23;7
3378;2;8;7;2014;101500.0;-40.0;8.0;280.0;4.1;296.95;286.45;52.0;60000.0;0.0;101410.0;5.1;-10.0;0.0;0.0;23.80000000000001;16833.0;2;7
96373;5;8;7;2014;101460.0;-40.0;6.0;270.0;1.5;296.35;286.85;55.0;20000.0;2.0;101370.0;3.1;-10.0;0.0;0.0;23.200000000000045;15937.0;5;7
65607;8;8;7;2014;101470.0;10.0;3.0;290.0;2.6;295.95;287.55;59.0;40000.0;2.0;101380.0;3.6;-10.0;0.0;0.0;22.80000000000001;20076.0;8;7
92449;11;8;7;2014;101500.0;30.0;0.0;330.0;2.6;301.35;286.45;40.0;40000.0;2.0;101410.0;6.2;-10.0;0.0;0.0;28.200000000000045;24523.0;11;7
25894;14;8;7;2014;101420.0;-80.0;8.0;300.0;5.1;304.25;287.45;36.0;40000.0;2.0;101330.0;10.3;-10.0;0.0;0.0;31.100000000000023;24543.0;14;7
65623;17;8;7;2014;101310.0;-110.0;8.0;270.0;7.2;304.25;288.65;39.0;40000.0;2.0;101220.0;10.3;-10.0;0.0;0.0;31.100000000000023;23324.0;17;7
92466;20;8;7;2014;101350.0;40.0;3.0;320.0;4.6;302.35;288.15;42.0;40000.0;2.0;101260.0;11.8;-10.0;0.0;0.0;29.200000000000045;22372.0;20;7
65631;23;8;7;2014;101480.0;130.0;2.0;270.0;4.1;298.55;289.65;58.0;40000.0;2.0;101390.0;5.1;-10.0;0.0;0.0;25.40000000000004;21927.0;23;7
7259;2;9;7;2014;101210.0;20.0;3.0;50.0;2.6;292.25;288.35;78.0;26000.0;0.0;101120.0;3.1;-10.0;0.0;0.0;19.100000000000023;17306.0;2;7
27484;5;9;7;2014;101210.0;0.0;4.0;20.0;1.5;291.85;288.35;80.0;20000.0;0.0;101120.0;2.6;-10.0;0.0;0.0;18.700000000000045;15387.0;5;7
19182;8;9;7;2014;101300.0;90.0;3.0;360.0;2.1;291.15;290.15;94.0;400.0;45.0;101210.0;3.6;-10.0;0.0;0.0;18.0;16635.0;8;7
19187;11;9;7;2014;101390.0;90.0;3.0;90.0;1.5;296.15;292.55;80.0;7000.0;1.0;101300.0;3.6;-10.0;0.0;0.0;23.0;20612.0;11;7
8968;14;9;7;2014;101310.0;-80.0;6.0;160.0;4.6;298.95;293.25;71.0;20000.0;1.0;101220.0;6.2;-10.0;0.0;0.0;25.80000000000001;20042.0;14;7
6445;17;9;7;2014;101230.0;-80.0;8.0;160.0;3.1;296.95;293.25;80.0;9000.0;2.0;101140.0;5.7;-10.0;0.0;0.0;23.80000000000001;19225.0;17;7
18168;20;9;7;2014;101270.0;40.0;3.0;190.0;1.0;294.65;293.45;93.0;2000.0;28.0;101180.0;4.6;-10.0;0.0;0.0;21.5;21429.0;20;7
8977;23;9;7;2014;101310.0;40.0;0.0;30.0;2.1;295.45;293.75;90.0;6000.0;2.0;101220.0;2.6;-10.0;0.0;0.0;22.30000000000001;21345.0;23;7
939;2;10;7;2014;101030.0;-60.0;8.0;160.0;7.2;294.65;292.05;85.0;17000.0;29.0;100940.0;10.8;-10.0;0.0;0.0;21.5;16990.0;2;7
69262;5;10;7;2014;100940.0;-90.0;6.0;170.0;4.1;293.95;291.55;86.0;13000.0;0.0;100850.0;7.7;-10.0;0.0;0.0;20.80000000000001;16897.0;5;7
87566;8;10;7;2014;100990.0;50.0;1.0;40.0;2.1;292.25;290.75;91.0;6000.0;2.0;100900.0;3.6;-10.0;0.0;0.0;19.100000000000023;22214.0;8;7
956;11;10;7;2014;101120.0;130.0;3.0;60.0;1.5;295.75;291.95;79.0;10000.0;2.0;101030.0;4.6;-10.0;0.0;0.0;22.600000000000023;24194.0;11;7
17623;14;10;7;2014;101060.0;-60.0;8.0;110.0;4.6;297.35;290.55;66.0;15000.0;2.0;100970.0;7.2;-10.0;0.0;0.0;24.200000000000045;23356.0;14;7
17626;17;10;7;2014;101090.0;30.0;2.0;170.0;4.1;295.35;290.25;73.0;15000.0;2.0;101000.0;5.7;-10.0;0.0;0.0;22.200000000000045;22128.0;17;7
1794;20;10;7;2014;101160.0;70.0;2.0;330.0;1.5;294.15;291.15;83.0;12000.0;2.0;101070.0;2.6;-10.0;0.0;0.0;21.0;22715.0;20;7
66253;23;10;7;2014;101210.0;50.0;1.0;130.0;7.7;294.85;293.35;91.0;8000.0;21.0;101120.0;11.3;-10.0;0.2;5.0;21.700000000000045;21022.0;23;7
28360;1;11;7;2014;101210.0;-70.0;8.0;330.0;1.5;279.05;275.55;78.0;35000.0;0.0;101110.0;3.1;-10.0;0.0;0.0;5.900000000000034;27335.0;1;7
79111;4;11;7;2014;101160.0;-50.0;8.0;40.0;1.5;276.35;274.25;86.0;15000.0;2.0;101060.0;2.1;-10.0;0.0;0.0;3.200000000000045;23463.0;4;7
82749;7;11;7;2014;101100.0;-60.0;6.0;360.0;1.5;277.05;274.95;86.0;20000.0;2.0;101000.0;3.6;-10.0;0.0;0.0;3.900000000000034;24012.0;7;7
82756;10;11;7;2014;101230.0;130.0;1.0;30.0;1.0;281.35;277.75;78.0;19000.0;0.0;101130.0;3.1;-10.0;0.0;0.0;8.200000000000045;29970.0;10;7
47145;13;11;7;2014;101120.0;-110.0;8.0;200.0;2.6;287.15;277.95;54.0;30000.0;2.0;101020.0;3.6;-10.0;0.0;0.0;14.0;30052.0;13;7
47155;16;11;7;2014;101130.0;10.0;3.0;190.0;3.6;288.55;280.35;58.0;30000.0;2.0;101030.0;6.7;-10.0;0.0;0.0;15.400000000000034;28100.0;16;7
16147;19;11;7;2014;101330.0;200.0;3.0;310.0;4.1;286.35;280.35;67.0;30000.0;2.0;101230.0;5.1;-10.0;0.0;0.0;13.200000000000044;28462.0;19;7
47168;22;11;7;2014;101540.0;210.0;1.0;290.0;3.1;285.05;279.95;71.0;30000.0;2.0;101440.0;4.6;-10.0;0.0;0.0;11.900000000000034;28129.0;22;7
88682;1;12;7;2014;101860.0;100.0;1.0;280.0;2.3;278.85;276.55;85.0;39400.0;;101760.0;;;0.0;0.0;5.7000000000000455;34285.0;1;7
96441;4;12;7;2014;101870.0;10.0;2.0;300.0;2.3;278.05;275.75;85.0;37760.0;;101770.0;;;0.0;0.0;4.900000000000034;30274.0;4;7
